"","x"
"""EGFP""",2203.9395090214
"""tdTom""",13.7095055170271
"""0610005C13Rik""",0.0859436810624031
"""0610007C21Rik""",107.376023749619
"""0610007L01Rik""",100.953150422315
"""0610007N19Rik""",27.1711569932046
"""0610007P08Rik""",47.040913275321
"""0610007P14Rik""",65.6775544844985
"""0610007P22Rik""",10.2326680809828
"""0610008F07Rik""",0
"""0610009B14Rik""",0.0341704610286638
"""0610009B22Rik""",36.4643020561156
"""0610009D07Rik""",81.8636483035212
"""0610009E02Rik""",28.0369805106532
"""0610009L18Rik""",1.68319535031944
"""0610009O20Rik""",13.3062005643754
"""0610010B08Rik""",6.67212806145767
"""0610010F05Rik""",38.4272562295423
"""0610010K14Rik""",17.4734649925275
"""0610010O12Rik""",27.8251959192013
"""0610011F06Rik""",42.5656484090625
"""0610011L14Rik""",78.4241981058926
"""0610012G03Rik""",3.64157544495926
"""0610012H03Rik""",5.24844475335811
"""0610025J13Rik""",0.110029256304727
"""0610030E20Rik""",17.998486026747
"""0610031J06Rik""",187.976682915206
"""0610031O16Rik""",0
"""0610037L13Rik""",35.9271636705009
"""0610037P05Rik""",109.492418180023
"""0610038B21Rik""",0.173177986795061
"""0610038L08Rik""",1.31876487647166
"""0610039K10Rik""",0.00173046330016281
"""0610040B10Rik""",0.29667476622356
"""0610040F04Rik""",0.0292723060778488
"""0610040J01Rik""",12.0209845254104
"""0610043K17Rik""",0.24770706945412
"""0910001L09Rik""",17.1614749755861
"""100043387""",15.3910837334088
"""1100001G20Rik""",0.00882176714843731
"""1110001A16Rik""",25.5090147948985
"""1110001J03Rik""",10.320971126996
"""1110002B05Rik""",118.503358111244
"""1110002L01Rik""",34.4405250681161
"""1110002N22Rik""",7.54142844560305
"""1110003E01Rik""",76.8059173112546
"""1110004E09Rik""",39.7114838130633
"""1110004F10Rik""",173.038801814924
"""1110005A03Rik""",21.4977078222651
"""1110006O24Rik""",1.99698708970687
"""1110007C09Rik""",32.3624131601243
"""1110008E08Rik""",0
"""1110008F13Rik""",26.1306340582193
"""1110008J03Rik""",10.5688795142584
"""1110008L16Rik""",14.4942369936922
"""1110008P14Rik""",17.1513933581686
"""1110012J17Rik""",39.3140660221236
"""1110012L19Rik""",36.1239689057528
"""1110014N23Rik""",19.155699109346
"""1110015O18Rik""",0.00180456764460701
"""1110017D15Rik""",72.446066637596
"""1110017F19Rik""",3.16713657778907
"""1110018G07Rik""",56.6680265980129
"""1110018J18Rik""",3.84779624676453
"""1110019D14Rik""",5.68892556263501
"""1110020A21Rik""",1.58953633457666
"""1110020C17Rik""",0.00236277107007509
"""1110020G09Rik""",38.690686163145
"""1110021J02Rik""",29.9862214706071
"""1110021L09Rik""",7.58981121840902
"""1110028C15Rik""",21.0367508670888
"""1110028F11Rik""",2.28441051072855
"""1110028F18Rik""",0.261504128690806
"""1110031I02Rik""",45.7784853970206
"""1110032A03Rik""",61.9374689534695
"""1110032A04Rik""",0.617161749133073
"""1110032F04Rik""",0.714697395540426
"""1110034A24Rik""",11.3378207828498
